ENPs	dT	L	Shape	Surface functionalization	Zeta Potential (mV)	Surface Area	Animal(Rat/Mouse)	Gender	M.A	M.W	Method	E.D	E.T	R.D	Dose
MWCNT	20.5	723.2	tube	COOH	-11.00 	141	Mouse	female	8	19	intratracheal instillation	0	1	1	2.84
MWCNT	26.73	771.3	tube	-	-11.00 	82	Mouse	female	8	19	intratracheal instillation	0	1	1	0.32
MWCNT	26.73	771.3	tube	-	-11.00 	82	Mouse	female	8	19	intratracheal instillation	0	1	1	0.95
MWCNT	26.73	771.3	tube	-	-11.00 	82	Mouse	female	8	19	intratracheal instillation	0	1	1	2.84
MWCNT	32.55	1330	tube	OH	-11.00 	74	Mouse	female	8	19	intratracheal instillation	0	1	1	0.32
MWCNT	32.55	1330	tube	OH	-11.00 	74	Mouse	female	8	19	intratracheal instillation	0	1	1	0.95
MWCNT	32.55	1330	tube	OH	-11.00 	74	Mouse	female	8	19	intratracheal instillation	0	1	1	2.84
MWCNT	28.07	1553	tube	COOH	-11.00 	119	Mouse	female	8	19	intratracheal instillation	0	1	1	0.32
MWCNT	28.07	1553	tube	COOH	-11.00 	119	Mouse	female	8	19	intratracheal instillation	0	1	1	0.95
MWCNT	28.07	1553	tube	COOH	-11.00 	119	Mouse	female	8	19	intratracheal instillation	0	1	1	2.84
MWCNT	17.22	717.2	tube	-	-11.00 	223	Mouse	female	8	19	intratracheal instillation	0	1	1	0.32
MWCNT	17.22	717.2	tube	-	-11.00 	223	Mouse	female	8	19	intratracheal instillation	0	1	1	0.95
MWCNT	17.22	717.2	tube	-	-11.00 	223	Mouse	female	8	19	intratracheal instillation	0	1	1	2.84
MWCNT	12.96	532.5	tube	OH	-11.00 	216	Mouse	female	8	19	intratracheal instillation	0	1	1	0.32
MWCNT	12.96	532.5	tube	OH	-11.00 	216	Mouse	female	8	19	intratracheal instillation	0	1	1	0.95
MWCNT	12.96	532.5	tube	OH	-11.00 	216	Mouse	female	8	19	intratracheal instillation	0	1	1	2.84
MWCNT	15.08	1604	tube	COOH	-11.00 	185	Mouse	female	8	19	intratracheal instillation	0	1	1	0.32
MWCNT	15.08	1604	tube	COOH	-11.00 	185	Mouse	female	8	19	intratracheal instillation	0	1	1	0.95
MWCNT	15.08	1604	tube	COOH	-11.00 	185	Mouse	female	8	19	intratracheal instillation	0	1	1	2.84
MWCNT	13.85	731.1	tube	NH2	-11.00 	199	Mouse	female	8	19	intratracheal instillation	0	1	1	0.32
MWCNT	13.85	731.1	tube	NH2	-11.00 	199	Mouse	female	8	19	intratracheal instillation	0	1	1	0.95
MWCNT	13.85	731.1	tube	NH2	-11.00 	199	Mouse	female	8	19	intratracheal instillation	0	1	1	2.84
CB	9	9	sphere	-	-3.70 	182	Mouse	female	8	19	intratracheal instillation	0	1	1	8.52
MWCNT	20.56	518.9	tube	-	-11.00 	150	Mouse	female	8	19	intratracheal instillation	0	1	28	0.32
MWCNT	20.56	518.9	tube	-	-11.00 	150	Mouse	female	8	19	intratracheal instillation	0	1	28	0.95
MWCNT	20.56	518.9	tube	-	-11.00 	150	Mouse	female	8	19	intratracheal instillation	0	1	28	2.84
MWCNT	26.38	1005	tube	OH	-11.00 	152	Mouse	female	8	19	intratracheal instillation	0	1	28	0.32
MWCNT	26.38	1005	tube	OH	-11.00 	152	Mouse	female	8	19	intratracheal instillation	0	1	28	0.95
MWCNT	26.38	1005	tube	OH	-11.00 	152	Mouse	female	8	19	intratracheal instillation	0	1	28	2.84
MWCNT	20.5	723.2	tube	COOH	-11.00 	141	Mouse	female	8	19	intratracheal instillation	0	1	28	0.32
MWCNT	20.5	723.2	tube	COOH	-11.00 	141	Mouse	female	8	19	intratracheal instillation	0	1	28	0.95
MWCNT	20.5	723.2	tube	COOH	-11.00 	141	Mouse	female	8	19	intratracheal instillation	0	1	28	2.84
MWCNT	26.73	771.3	tube	-	-11.00 	82	Mouse	female	8	19	intratracheal instillation	0	1	28	0.32
MWCNT	26.73	771.3	tube	-	-11.00 	82	Mouse	female	8	19	intratracheal instillation	0	1	28	0.95
MWCNT	26.73	771.3	tube	-	-11.00 	82	Mouse	female	8	19	intratracheal instillation	0	1	28	2.84
MWCNT	32.55	1330	tube	OH	-11.00 	74	Mouse	female	8	19	intratracheal instillation	0	1	28	0.32
MWCNT	32.55	1330	tube	OH	-11.00 	74	Mouse	female	8	19	intratracheal instillation	0	1	28	0.95
MWCNT	32.55	1330	tube	OH	-11.00 	74	Mouse	female	8	19	intratracheal instillation	0	1	28	2.84
MWCNT	28.07	1553	tube	COOH	-11.00 	119	Mouse	female	8	19	intratracheal instillation	0	1	28	0.32
MWCNT	28.07	1553	tube	COOH	-11.00 	119	Mouse	female	8	19	intratracheal instillation	0	1	28	0.95
MWCNT	28.07	1553	tube	COOH	-11.00 	119	Mouse	female	8	19	intratracheal instillation	0	1	28	2.84
MWCNT	17.22	717.2	tube	-	-11.00 	223	Mouse	female	8	19	intratracheal instillation	0	1	28	0.32
MWCNT	17.22	717.2	tube	-	-11.00 	223	Mouse	female	8	19	intratracheal instillation	0	1	28	0.95
MWCNT	17.22	717.2	tube	-	-11.00 	223	Mouse	female	8	19	intratracheal instillation	0	1	28	2.84
MWCNT	12.96	532.5	tube	OH	-11.00 	216	Mouse	female	8	19	intratracheal instillation	0	1	28	0.32
MWCNT	12.96	532.5	tube	OH	-11.00 	216	Mouse	female	8	19	intratracheal instillation	0	1	28	0.95
MWCNT	12.96	532.5	tube	OH	-11.00 	216	Mouse	female	8	19	intratracheal instillation	0	1	28	2.84
MWCNT	15.08	1604	tube	COOH	-11.00 	185	Mouse	female	8	19	intratracheal instillation	0	1	28	0.32
MWCNT	15.08	1604	tube	COOH	-11.00 	185	Mouse	female	8	19	intratracheal instillation	0	1	28	0.95
MWCNT	15.08	1604	tube	COOH	-11.00 	185	Mouse	female	8	19	intratracheal instillation	0	1	28	2.84
MWCNT	13.85	731.1	tube	NH2	-11.00 	199	Mouse	female	8	19	intratracheal instillation	0	1	28	0.32
MWCNT	13.85	731.1	tube	NH2	-11.00 	199	Mouse	female	8	19	intratracheal instillation	0	1	28	0.95
MWCNT	13.85	731.1	tube	NH2	-11.00 	199	Mouse	female	8	19	intratracheal instillation	0	1	28	2.84
CB	9	9	tube	-	-3.70 	182	Mouse	female	8	19	intratracheal instillation	0	1	28	8.52
MWCNT	20.56	518.9	tube	-	-11.00 	150	Mouse	female	8	19	intratracheal instillation	0	1	92	2.84
MWCNT	26.38	1005	tube	OH	-11.00 	152	Mouse	female	8	19	intratracheal instillation	0	1	92	2.84
MWCNT	20.5	723.2	tube	COOH	-11.00 	141	Mouse	female	8	19	intratracheal instillation	0	1	92	2.84
MWCNT	26.73	771.3	tube	-	-11.00 	82	Mouse	female	8	19	intratracheal instillation	0	1	92	2.84
MWCNT	32.55	1330	tube	OH	-11.00 	74	Mouse	female	8	19	intratracheal instillation	0	1	92	2.84
MWCNT	28.07	1553	tube	COOH	-11.00 	119	Mouse	female	8	19	intratracheal instillation	0	1	92	2.84
MWCNT	17.22	717.2	tube	-	-11.00 	223	Mouse	female	8	19	intratracheal instillation	0	1	92	2.84
MWCNT	12.96	532.5	tube	OH	-11.00 	216	Mouse	female	8	19	intratracheal instillation	0	1	92	2.84
MWCNT	15.08	1604	tube	COOH	-11.00 	185	Mouse	female	8	19	intratracheal instillation	0	1	92	2.84
MWCNT	13.85	731.1	tube	NH2	-11.00 	199	Mouse	female	8	19	intratracheal instillation	0	1	92	2.84
CB	9	9	tube	-	-3.70 	182	Mouse	female	8	19	intratracheal instillation	0	1	92	8.52
MWCNT	11	850	tube	-	-11.00 	245.8	Mouse	female	8	19	intratracheal instillation	0	1	1	0.95
MWCNT	11	850	tube	-	-11.00 	245.8	Mouse	female	8	19	intratracheal instillation	0	1	3	0.95
MWCNT	11	850	tube	-	-11.00 	245.8	Mouse	female	8	19	intratracheal instillation	0	1	28	0.95
MWCNT	11	850	tube	-	-11.00 	245.8	Mouse	female	8	19	intratracheal instillation	0	1	1	2.84
MWCNT	11	850	tube	-	-11.00 	245.8	Mouse	female	8	19	intratracheal instillation	0	1	3	2.84
MWCNT	11	850	tube	-	-11.00 	245.8	Mouse	female	8	19	intratracheal instillation	0	1	28	2.84
MWCNT	11	850	tube	-	-11.00 	245.8	Mouse	female	8	19	intratracheal instillation	0	1	1	8.52
MWCNT	11	850	tube	-	-11.00 	245.8	Mouse	female	8	19	intratracheal instillation	0	1	3	8.52
MWCNT	11	850	tube	-	-11.00 	245.8	Mouse	female	8	19	intratracheal instillation	0	1	28	8.52
MWCNT	67	4050	tube	-	-11.00 	14.6	Mouse	female	8	19	intratracheal instillation	0	1	1	0.95
MWCNT	67	4050	tube	-	-11.00 	14.6	Mouse	female	8	19	intratracheal instillation	0	1	3	0.95
MWCNT	67	4050	tube	-	-11.00 	14.6	Mouse	female	8	19	intratracheal instillation	0	1	28	0.95
MWCNT	67	4050	tube	-	-11.00 	14.6	Mouse	female	8	19	intratracheal instillation	0	1	1	2.84
MWCNT	67	4050	tube	-	-11.00 	14.6	Mouse	female	8	19	intratracheal instillation	0	1	3	2.84
MWCNT	67	4050	tube	-	-11.00 	14.6	Mouse	female	8	19	intratracheal instillation	0	1	28	2.84
MWCNT	67	4050	tube	-	-11.00 	14.6	Mouse	female	8	19	intratracheal instillation	0	1	1	8.52
MWCNT	67	4050	tube	-	-11.00 	14.6	Mouse	female	8	19	intratracheal instillation	0	1	3	8.52
MWCNT	67	4050	tube	-	-11.00 	14.6	Mouse	female	8	19	intratracheal instillation	0	1	28	8.52
SiO2	100	100	sphere	-	-28.40 	12.7	Mouse	female	5	16	intranasal inoculation	2	3	2	0.1
SiO2	100	100	sphere	-	-28.40 	70.6	Mouse	female	5	16	intranasal inoculation	2	3	2	0.1
SiO2	100	100	sphere	PEG	-28.40 	12.7	Mouse	female	5	16	intranasal inoculation	2	3	2	0.1
ZnO	41.7	41.7	sphere	-	-16.90 	23.6	Rat	male	8	180	OPA	3	3	1	2
ZnO	41.7	41.7	sphere	-	-16.90 	23.6	Rat	male	8	180	OPA	3	3	1	4
ZnO	41.7	41.7	sphere	-	-16.90 	23.6	Rat	male	8	180	OPA	3	3	1	8
TiO2	8	8	sphere	-	-16.90 	231.74	Mouse	female	6	20	intratracheal instillation	0	1	1	2.7
TiO2	8	8	sphere	-	-16.90 	231.74	Mouse	female	6	20	intratracheal instillation	0	1	1	8.1
TiO2	8	8	sphere	-	-16.90 	231.74	Mouse	female	6	20	intratracheal instillation	0	1	1	24.3
TiO2	20	20	sphere	-	-16.90 	90	Mouse	female	6	20	intratracheal instillation	0	1	1	2.7
TiO2	20	20	sphere	-	-16.90 	90	Mouse	female	6	20	intratracheal instillation	0	1	1	8.1
TiO2	20	20	sphere	-	-16.90 	90	Mouse	female	6	20	intratracheal instillation	0	1	1	24.3
TiO2	300	300	sphere	-	-16.90 	10	Mouse	female	6	20	intratracheal instillation	0	1	1	2.7
TiO2	300	300	sphere	-	-16.90 	10	Mouse	female	6	20	intratracheal instillation	0	1	1	8.1
TiO2	300	300	sphere	-	-16.90 	10	Mouse	female	6	20	intratracheal instillation	0	1	1	24.3
TiO2	31	31	sphere	-	-16.90 	54.15	Mouse	female	6	20	intratracheal instillation	0	1	1	2.7
TiO2	31	31	sphere	-	-16.90 	54.15	Mouse	female	6	20	intratracheal instillation	0	1	1	8.1
TiO2	31	31	sphere	-	-16.90 	54.15	Mouse	female	6	20	intratracheal instillation	0	1	1	24.3
TiO2	20	20	sphere	-	-16.90 	51.28	Mouse	female	6	20	intratracheal instillation	0	1	1	2.7
TiO2	20	20	sphere	-	-16.90 	51.28	Mouse	female	6	20	intratracheal instillation	0	1	1	8.1
TiO2	20	20	sphere	-	-16.90 	51.28	Mouse	female	6	20	intratracheal instillation	0	1	1	24.3
TiO2	21	21	sphere	-	-16.90 	57.13	Mouse	female	6	20	intratracheal instillation	0	1	1	2.7
TiO2	21	21	sphere	-	-16.90 	57.13	Mouse	female	6	20	intratracheal instillation	0	1	1	8.1
TiO2	21	21	sphere	-	-16.90 	57.13	Mouse	female	6	20	intratracheal instillation	0	1	28	24.3
TiO2	8	8	sphere	-	-16.90 	231.74	Mouse	female	6	20	intratracheal instillation	0	1	28	2.7
TiO2	8	8	sphere	-	-16.90 	231.74	Mouse	female	6	20	intratracheal instillation	0	1	28	8.1
TiO2	8	8	sphere	-	-16.90 	231.74	Mouse	female	6	20	intratracheal instillation	0	1	28	24.3
TiO2	20	20	sphere	-	-16.90 	90	Mouse	female	6	20	intratracheal instillation	0	1	28	2.7
TiO2	20	20	sphere	-	-16.90 	90	Mouse	female	6	20	intratracheal instillation	0	1	28	8.1
TiO2	20	20	sphere	-	-16.90 	90	Mouse	female	6	20	intratracheal instillation	0	1	28	24.3
TiO2	300	300	sphere	-	-16.90 	10	Mouse	female	6	20	intratracheal instillation	0	1	28	2.7
TiO2	300	300	sphere	-	-16.90 	10	Mouse	female	6	20	intratracheal instillation	0	1	28	8.1
TiO2	300	300	sphere	-	-16.90 	10	Mouse	female	6	20	intratracheal instillation	0	1	28	24.3
TiO2	31	31	sphere	-	-16.90 	54.15	Mouse	female	6	20	intratracheal instillation	0	1	28	2.7
TiO2	31	31	sphere	-	-16.90 	54.15	Mouse	female	6	20	intratracheal instillation	0	1	28	8.1
TiO2	31	31	sphere	-	-16.90 	54.15	Mouse	female	6	20	intratracheal instillation	0	1	28	24.3
TiO2	20	20	sphere	-	-16.90 	51.28	Mouse	female	6	20	intratracheal instillation	0	1	28	2.7
TiO2	20	20	sphere	-	-16.90 	51.28	Mouse	female	6	20	intratracheal instillation	0	1	28	8.1
TiO2	20	20	sphere	-	-16.90 	51.28	Mouse	female	6	20	intratracheal instillation	0	1	28	24.3
TiO2	21	21	sphere	-	-16.90 	57.13	Mouse	female	6	20	intratracheal instillation	0	1	28	2.7
TiO2	21	21	sphere	-	-16.90 	57.13	Mouse	female	6	20	intratracheal instillation	0	1	28	8.1
TiO2	21	21	sphere	-	-16.90 	57.13	Mouse	female	6	20	intratracheal instillation	0	1	28	24.3
MWCNT	120	3860	tube	-	-11.00 	197	Rat	male	8	212.5	intratracheal instillation	0	1	1	0.2
MWCNT	120	3860	tube	-	-11.00 	197	Rat	male	8	212.5	intratracheal instillation	0	1	7	0.2
MWCNT	120	3860	tube	-	-11.00 	197	Rat	male	8	212.5	intratracheal instillation	0	1	30	0.2
MWCNT	120	3860	tube	-	-11.00 	197	Rat	male	8	212.5	intratracheal instillation	0	1	90	0.2
MWCNT	120	3860	tube	-	-11.00 	197	Rat	male	8	212.5	intratracheal instillation	0	1	1	1
MWCNT	120	3860	tube	-	-11.00 	197	Rat	male	8	212.5	intratracheal instillation	0	1	7	1
MWCNT	120	3860	tube	-	-11.00 	197	Rat	male	8	212.5	intratracheal instillation	0	1	30	1
MWCNT	120	3860	tube	-	-11.00 	197	Rat	male	8	212.5	intratracheal instillation	0	1	90	1
MWCNT	120	3860	tube	-	-11.00 	197	Rat	male	8	212.5	intratracheal instillation	0	1	1	5
MWCNT	120	3860	tube	-	-11.00 	197	Rat	male	8	212.5	intratracheal instillation	0	1	7	5
MWCNT	120	3860	tube	-	-11.00 	197	Rat	male	8	212.5	intratracheal instillation	0	1	30	5
MWCNT	120	3860	tube	-	-11.00 	197	Rat	male	8	212.5	intratracheal instillation	0	1	90	5
MWCNT	70	3860	tube	-	-11.00 	252	Rat	male	8	212.5	intratracheal instillation	0	1	1	0.2
MWCNT	70	3860	tube	-	-11.00 	252	Rat	male	8	212.5	intratracheal instillation	0	1	7	0.2
MWCNT	70	3860	tube	-	-11.00 	252	Rat	male	8	212.5	intratracheal instillation	0	1	30	0.2
MWCNT	70	3860	tube	-	-11.00 	252	Rat	male	8	212.5	intratracheal instillation	0	1	90	0.2
MWCNT	70	3860	tube	-	-11.00 	252	Rat	male	8	212.5	intratracheal instillation	0	1	1	1
MWCNT	70	3860	tube	-	-11.00 	252	Rat	male	8	212.5	intratracheal instillation	0	1	7	1
MWCNT	70	3860	tube	-	-11.00 	252	Rat	male	8	212.5	intratracheal instillation	0	1	30	1
MWCNT	70	3860	tube	-	-11.00 	252	Rat	male	8	212.5	intratracheal instillation	0	1	90	1
MWCNT	70	3860	tube	-	-11.00 	252	Rat	male	8	212.5	intratracheal instillation	0	1	1	5
MWCNT	70	3860	tube	-	-11.00 	252	Rat	male	8	212.5	intratracheal instillation	0	1	7	5
MWCNT	70	3860	tube	-	-11.00 	252	Rat	male	8	212.5	intratracheal instillation	0	1	30	5
MWCNT	70	3860	tube	-	-11.00 	252	Rat	male	8	212.5	intratracheal instillation	0	1	90	5
TiO2	260.3	260.3	sphere	-	-16.90 	7.9	Rat	male	8	420	intratracheal instillation	0	1	1	0.3
TiO2	260.3	260.3	sphere	-	-16.90 	7.9	Rat	male	8	420	intratracheal instillation	0	1	1	1.19
TiO2	14.3	14.3	sphere	-	-16.90 	253.9	Rat	male	8	420	intratracheal instillation	0	1	1	0.3
TiO2	14.3	14.3	sphere	-	-16.90 	253.9	Rat	male	8	420	intratracheal instillation	0	1	1	1.19
CB	250	250	sphere	-	-3.70 	6.6	Rat	male	8	420	intratracheal instillation	0	1	1	0.3
CB	250	250	sphere	-	-3.70 	6.6	Rat	male	8	420	intratracheal instillation	0	1	1	1.19
CB	29	29	sphere	-	-3.70 	40.78	Rat	male	8	420	intratracheal instillation	0	1	1	0.3
CB	29	29	sphere	-	-3.70 	40.78	Rat	male	8	420	intratracheal instillation	0	1	1	1.19
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	1	0.0045
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	1	0.0045
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	1	0.018
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	1	0.018
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	1	0.045
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	1	0.045
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	3	0.0045
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	3	0.0045
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	3	0.018
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	3	0.018
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	3	0.045
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	3	0.045
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	5	0.0045
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	5	0.0045
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	5	0.018
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	5	0.018
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	5	0.045
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	5	0.045
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	7	0.0045
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	7	0.0045
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	7	0.018
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	7	0.018
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	7	0.045
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	7	0.045
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	14	0.0045
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	14	0.0045
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	14	0.018
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	14	0.018
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	14	0.045
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	14	0.045
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	28	0.0045
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	28	0.0045
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	28	0.018
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	28	0.018
QD-CdSe-ZnS	7.5	7.5	dots	NH2	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	28	0.045
QD-CdSe-ZnS	7.5	7.5	dots	COOH	-14.55 	89	Rat	male	10	275	intratracheal instillation	0	1	28	0.045
MWCNT	12.5	5000	tube	-	-11.00 	152	Mouse	male	9	25	intranasal instillation	14	3	9	1
MWCNT	12.5	5000	tube	-	-11.00 	152	Mouse	male	9	25	intranasal instillation	18	9	5	1
MWCNT	12.5	950	tube	-	-11.00 	152	Mouse	male	9	25	intranasal instillation	0	1	1	0.25
MWCNT	12.5	950	tube	-	-11.00 	152	Mouse	male	9	25	intranasal instillation	14	3	7	0.05
MWCNT	12.5	950	tube	-	-11.00 	152	Mouse	male	9	25	intranasal instillation	14	3	7	0.25
MWCNT	12.5	950	tube	-	-11.00 	152	Mouse	male	9	25	intranasal instillation	14	3	7	1
TiO2	7.6	35.9	rod	-	-16.90 	160.34	Rat	unknow	8	300	intratracheal instillation	0	1	1	0.033
TiO2	7.6	35.9	rod	-	-16.90 	160.34	Rat	unknow	8	300	intratracheal instillation	0	1	1	0.333
TiO2	7.6	35.9	rod	-	-16.90 	160.34	Rat	unknow	8	300	intratracheal instillation	0	1	1	3.333
TiO2	7.6	35.9	rod	-	-16.90 	160.34	Rat	unknow	8	300	intratracheal instillation	0	1	3	0.033
TiO2	7.6	35.9	rod	-	-16.90 	160.34	Rat	unknow	8	300	intratracheal instillation	0	1	3	0.333
TiO2	7.6	35.9	rod	-	-16.90 	160.34	Rat	unknow	8	300	intratracheal instillation	0	1	3	3.333
TiO2	7.6	35.9	rod	-	-16.90 	160.34	Rat	unknow	8	300	intratracheal instillation	0	1	6	0.033
TiO2	7.6	35.9	rod	-	-16.90 	160.34	Rat	unknow	8	300	intratracheal instillation	0	1	6	0.333
TiO2	7.6	35.9	rod	-	-16.90 	160.34	Rat	unknow	8	300	intratracheal instillation	0	1	6	3.333
TiO2	12	12	sphere	-	-16.90 	12	Rat	male	7	279	intratracheal instillation	0	1	1	0.36
CB	23	23	sphere	-	-21.40 	23	Rat	male	7	279	intratracheal instillation	0	1	1	0.36
TiO2	12	12	sphere	-	-16.90 	12	Rat	male	7	279	intratracheal instillation	0	1	14	0.36
CB	23	23	sphere	-	-21.40 	23	Rat	male	7	279	intratracheal instillation	0	1	14	0.36
TiO2	12	12	sphere	-	-16.90 	12	Rat	male	7	279	intratracheal instillation	0	1	1	1.79
CB	23	23	sphere	-	-21.40 	23	Rat	male	7	279	intratracheal instillation	0	1	1	1.79
TiO2	12	12	sphere	-	-16.90 	12	Rat	male	7	279	intratracheal instillation	0	1	14	1.79
CB	23	23	sphere	-	-21.40 	23	Rat	male	7	279	intratracheal instillation	0	1	14	1.79
SiO2	1200	1200	sphere	-	-28.40 	11.49	Mouse	female	7	20	intratracheal instillation	0	1	1	0.25
SiO2	155.2	155.2	sphere	-	-28.40 	2.7	Mouse	female	7	20	intratracheal instillation	0	1	1	0.25
SiO2	1200	1200	sphere	-	-28.40 	11.49	Mouse	female	7	20	intratracheal instillation	0	1	1	2.5
SiO2	155.2	155.2	sphere	-	-28.40 	2.7	Mouse	female	7	20	intratracheal instillation	0	1	1	2.5
SiO2	1200	1200	sphere	-	-28.40 	11.49	Mouse	female	7	20	intratracheal instillation	0	1	1	25
SiO2	155.2	155.2	sphere	-	-28.40 	2.7	Mouse	female	7	20	intratracheal instillation	0	1	1	25
SiO2	1200	1200	sphere	-	-28.40 	11.49	Mouse	female	7	20	intratracheal instillation	0	1	90	0.25
SiO2	155.2	155.2	sphere	-	-28.40 	2.7	Mouse	female	7	20	intratracheal instillation	0	1	90	0.25
SiO2	1200	1200	sphere	-	-28.40 	11.49	Mouse	female	7	20	intratracheal instillation	0	1	90	2.5
SiO2	155.2	155.2	sphere	-	-28.40 	2.7	Mouse	female	7	20	intratracheal instillation	0	1	90	2.5
SiO2	1200	1200	sphere	-	-28.40 	11.49	Mouse	female	7	20	intratracheal instillation	0	1	90	25
SiO2	155.2	155.2	sphere	-	-28.40 	2.7	Mouse	female	7	20	intratracheal instillation	0	1	90	25
TiO2	200	200	sphere	-	-16.90 	2.6	Mouse	female	7	20	intratracheal instillation	0	1	1	0.25
TiO2	35	150	rod	-	-16.90 	73	Mouse	female	7	20	intratracheal instillation	0	1	1	0.25
TiO2	13	13	sphere	-	-16.90 	150	Mouse	female	7	20	intratracheal instillation	0	1	1	0.25
TiO2	100	100	sphere	-	-16.90 	433	Mouse	female	7	20	intratracheal instillation	0	1	1	0.25
TiO2	200	200	sphere	-	-16.90 	2.6	Mouse	female	7	20	intratracheal instillation	0	1	1	2.5
TiO2	35	150	rod	-	-16.90 	73	Mouse	female	7	20	intratracheal instillation	0	1	1	2.5
TiO2	13	13	sphere	-	-16.90 	150	Mouse	female	7	20	intratracheal instillation	0	1	1	2.5
TiO2	100	100	sphere	-	-16.90 	433	Mouse	female	7	20	intratracheal instillation	0	1	1	2.5
TiO2	200	200	sphere	-	-16.90 	2.6	Mouse	female	7	20	intratracheal instillation	0	1	1	25
TiO2	35	150	rod	-	-16.90 	73	Mouse	female	7	20	intratracheal instillation	0	1	1	25
TiO2	13	13	sphere	-	-16.90 	150	Mouse	female	7	20	intratracheal instillation	0	1	1	25
TiO2	100	100	sphere	-	-16.90 	433	Mouse	female	7	20	intratracheal instillation	0	1	1	25
TiO2	200	200	sphere	-	-16.90 	2.6	Mouse	female	7	20	intratracheal instillation	0	1	90	0.25
TiO2	35	150	rod	-	-16.90 	73	Mouse	female	7	20	intratracheal instillation	0	1	90	0.25
TiO2	13	13	sphere	-	-16.90 	150	Mouse	female	7	20	intratracheal instillation	0	1	90	0.25
TiO2	100	100	sphere	-	-16.90 	433	Mouse	female	7	20	intratracheal instillation	0	1	90	0.25
